Code	UZ	RU (SNOMED CT)	EN
  14598005 		Измерение витамина B12	Vitamin B12 measurement
  14603002 		Монитор наблюдения за апноэ	Apnea monitor surveillance
  14612000 		Иммуноферментный анализ на антитела к возбудителю инфекции, парный образец	Immunoassay for detection of antibody to infectious agent, paired sample
  14663000 		Измерение хлорида, моча	Chloride measurement, urine
  14671001 		Торакоскопия	Thoracoscopy
  14736009 		Оценка и ведение пациентов	Patient evaluation and management
  14740000 		Измерение триглицеридов	Triglycerides measurement
  14768001 		Интерпретация мазка периферической крови	Peripheral blood smear interpretation
  14769009 		Тест на наклонном столе	Tilt table test
  14788002 		Тест на чувствительность к антимикробным препаратам	Antimicrobial susceptibility test
  14826006 		Цистоуретроскопия с введением радиоактивного вещества	Cystourethroscopy with insertion of radioactive substance
  14830009 		Измерение электролитов, моча	Electrolytes measurement, urine
  14864008 		Эндоскопия щитовидной железы	Endoscopy of thyroid
  14881004 		Тонография с провокационными тестами	Tonography with provocative tests
  14902005 		Реакция аутоагглютинации	Autoagglutination test
  14932002 		Белок, моча, Бенс-Джонс	Protein, urine, Bence-Jones
  15057003 		Диапазон измерений движения и отчет для руки	Range of motion measurements and report for hand
  15175004 		Иммуносвязывающий анализ ВИЧ-1 с использованием дот-блота	HIV-1 dot blot immunobinding assay
  15220000 		Лабораторный тест	Laboratory test
  15282006 		Эхокардиография плода в режиме реального времени с документированием изображений (2D) с записью в М-режиме	Fetal echocardiography, real time with image documentation (2D) with M-mode recording
  15291005 		Запись левого желудочка	Left ventricular recording
  15351005 		Исследование поглощения радиоактивного кальция	Radiocalcium absorption study
  15356000 		Фактор VIII R: R Co анализ	Factor VIII R: R Co assay
  15364006 		Сканирование или визуализация, исследование перфузии, частицы	Scanning or imaging, perfusion study, particulate
  15376006 		Скрининг развития младенцев	Infant development screening
  15380001 		Анализ фактора миграции гранулоцитов	Granulocyte migration factor assay
  15403001 		Измерение N-ацетилглюкозаминидазы А и В (процедура)	N-acetylglucosaminidase A and B measurement (procedure)
  15435001 		Тест на ингаляционную бронхиальную провокацию	Inhalation bronchial challenge testing
  15460001 		Измерение паральдегида	Paraldehyde measurement
  15613003 		Ишемический тест на предплечье	Ischemic forearm exercise test
  15695009 		Тест на стимуляцию	Stimulation test
  15719007 		Тонкоигольная аспирационная биопсия с обычной интерпретацией и отчетом	Fine needle aspirate with routine interpretation and report
  15749009 		Церебральная вентрикулография, контрастирование воздуха	Cerebral ventriculography, air contrast
  15757007 		Сериализация, одна плоскость	Serialography, single plane
  15774007 		Эндоскопия верхнечелюстной пазухи с удалением слизистой оболочки и полипов	Maxillary sinus endoscopy with removal of mucous membrane and polyps
  15886004 		Скрининг на рак	Screening for cancer
  15921006 		Реакция пассивной агглютинации	Passive agglutination test
  15979006 		Эндоскопия сердца	Endoscopy of heart
  16020002 		Исследования функции гортани	Laryngeal function studies
  16029001 		Эзофагоскопия через искусственную стому	Esophagoscopy through artificial stoma
  16099009 		Нозерн-блот-анализ	Northern blot assay
  16132001 		Время кровотечения, Айви	Bleeding time, Ivy
  16151007 		Микробная идентификация и тест на восприимчивость	Microbial identification and susceptibility test
  16152000 		Измерение норадреналина, стоя	Norepinephrine measurement, standing
  16245009 		Ангиография двусторонних почечных артерий	Angiography of bilateral renal arteries
  16254007 		Липидная панель	Lipid panel
  16278002 		Рентгенологический контроль и интерпретация процедуры	Radiologic supervision and interpretation of procedure
  16298007 		Измерение скорости	Rate measurement
  16306001 		Окулярная фотография для медицинской оценки и документирования, фотография с помощью щелевой лампы	Ocular photography for medical evaluation and documentation, slit lamp photography
  16308000 		Измерение бета-галактозидазы	Beta-galactosidase measurement
  16310003 		Ультрасонография	Ultrasonography
  16314007 		Микробное исследование мазка	Microbial smear examination
  16361008 		Вскрытие, макроскопическое и микроскопическое исследование, мертворожденный или новорожденный	Autopsy, gross and microscopic examination, stillborn or newborn
  16391003 		Измерение цистина, количественное	Cystine measurement, quantitative
  16400008 		Измерение гетерофильных антител	Heterophile antibody measurement
  16413002 		Тест на осаждение C1q	C1q precipitation test
  16450001 		Анализ фактора ингибитора миграции лейкоцитов	Leukocyte migration inhibitor factor assay
  16493001 		Агрегация тромбоцитов с тестом АДФ	Platelet aggregation with ADP test
  16533001 		Измерение содержания кремния в тканях	Silica measurement, tissue
  16572002 		Бутальбитальное измерение	Butalbital measurement
  16608009 		Эндоскопия легких	Endoscopy of lung
  16614002 		Измерение изоферментов креатинкиназы	Creatine kinase isoenzymes measurement
  16620001 		Анализ почечных камней	Kidney stone analysis
  16669004 		Измерение гексозаминидазы А и общей гексозаминидазы	Hexosaminidase A and total hexosaminidase measurement
  16690007 		Время потребления протромбина	Prothrombin consumption time
  16692004 		C>1< анализ комплемента	C>1< complement assay
  16742006 		Непрямой тест Кумбса	Indirect Coombs test
  16747000 		Чрескожная чреспеченочная холангиография	Percutaneous transhepatic cholangiogram
  16771007 		Кожная проба, анергическая проба	Skin test, anergy testing
  16775003 		Эйконометрическое обследование, включая назначение линз	Eikonometric examination including prescribing lenses
  16830007 		Проверка остроты зрения	Visual acuity testing
  16860002 		Тест вестибулярной функции с наблюдением и оценкой врача	Vestibular function test with observation and evaluation by physician
  16890009 		Измерение инсулина	Insulin measurement
  16908007 		Измерение линолеата	Linoleate measurement
  16910009 		Оральная контрастная холецистография	Oral contrast cholecystography
  16939009 		Тест на совместимость, перекрестная проба, скрининг на совместимость, физиологический раствор и/или с высоким содержанием белка	Compatibility test, crossmatch, screening for compatible unit, saline and/or high protein
  16942003 		Зондирование слезных канальцев с промыванием	Probing of lacrimal canaliculi with irrigation
  16948004 		Иммуноглобулин подкласса G, измерение G4	Immunoglobulin G subclass, G4 measurement
  16960003 		Аминокислотный скрининг	Amino acid screen
  17026004 		Исследование очистки тканей от радионуклидов	Radionuclide tissue clearance study
  17092007 		Измерение антител к гепатиту Е	Hepatitis E antibody measurement
  17103008 		Исследование мышечной функции	Muscle function study
  17130003 		Измерение поглощения Т3	T3 uptake measurement
  17146006 		Мониторинг артериального давления, неинвазивный метод	Arterial pressure monitoring, non-invasive method
  17164004 		Измерение антител к тиреоглобулину	Thyroglobulin antibody measurement
  17188002 		Измерение карнитина, сыворотка	Carnitine measurement, serum
  17259005 		Исследование глазной подвижности	Ocular motility study
  17297005 		Измерение ртути	Mercury measurement
  17353009 		Скорость роста микроорганизмов, медленная	Microbial growth rate, slow
  17374005 		тест Квекенштедта	Queckenstedt's test
  17375006 		Ультразвуковой контроль аспирации почечной лоханки	Ultrasonic guidance for renal pelvis aspiration
  17424007 		Внутрикаротидный амобарбиталовый тест	Intracarotid amobarbital test
  17508008 		Измерение парааминогиппурата	Paraaminohippurate measurement
  17515000 		Радиоиммунопреципитационный анализ	Radioimmunoprecipitation assay
  17612009 		Анамнез и физикальное обследование, известное или предполагаемое носительство	History and physical examination, known or suspected carrier
  17624002 		Спленопортография, положительный контраст	Splenoportography, positive contrast
  17652006 		Серологический тест на Rickettsia rickettsii	Serologic test for Rickettsia rickettsii
  17705008 		Трансформация лимфоцитов, PHA	Lymphocyte transformation, PHA
  17711006 		Диагностическая рентгенография, комбинированная задняя и боковая проекции	Diagnostic radiography, combined PA and lateral
  17724006 		Непрерывно-волновой допплеровский аналоговый анализ формы волны артерий верхних конечностей	Continuous wave Doppler analog wave form analysis of upper extremity arteries
  17745004 		Рентгенография мужских половых органов	Radiography of male genital organs
  17776005 		Артрография локтя	Arthrography of elbow
  17814008 		Измерение дифференциальной растворимости	Differential solubility measurement
  17823006 		Измерение борной кислоты, кровь	Boric acid measurement, blood
  17831001 		Измерение свободных жирных кислот	Free fatty acids measurement
  17882003 		Прямая ларингоскопия с резекцией черпаловидного хряща	Direct laryngoscopy with arytenoidectomy
  17888004 		Измерение липопротеинов высокой плотности	High density lipoprotein measurement
  17923005 		Разрез и исследование уретры	Incision and exploration of urethra
  17969005 		Обнаружение Т-клеточного антигена	T-cell antigen detection
  17984001 		Визуализация острой желудочно-кишечной кровопотери	Acute gastrointestinal blood loss imaging
  18000007 		Мышечное тестирование с кривыми крутящего момента во время изометрических и изокинетических упражнений	Muscle-testing with torque curves during isometric and isokinetic exercise
  18005002 		Тест на внутреннюю полярность	Intrinsic-plus test
  18019002 		Тяжелый металл в крови	Heavy metal screen on blood
  18044005 		Эндоскопия трахеи	Endoscopy of trachea
  18049000 		Бронхоскопия с разрушением опухоли лазерной хирургией	Bronchoscopy with destruction of tumor by laser surgery
  18091003 		Электронистагмография с вертикальными электродами	Electronystagmography with vertical electrodes
  18102001 		Дуктограмма молочной железы	Mammary ductogram
  18114009 		Дородовое обследование и уход за матерью	Prenatal examination and care of mother
  18123007 		Анализ ингибирования латексной агглютинации	Latex agglutination inhibition assay
  18178001 		Оценка слуховых аппаратов и тестирование	Evaluation for hearing aid and testing
  18188000 		Офтальмоскопия под общим наркозом	Ophthalmoscopy under general anesthesia
  18207002 		Соотношение азота мочевины крови и креатинина	BUN/Creatinine ratio
  18284006 		Измерение фосфолипидов	Phospholipid measurement
  18304007 		Идентификация дрожжей, тест на зародышевую трубку	Yeast identification, germ tube test
  18360001 		Обнаружение антител к эритроцитам, холодное с титрованием	RBC antibody detection, cold with titration
  18370004 		Рентгенологическое исследование верхних отделов желудочно-кишечного тракта с КУБ	Radiologic examination of upper gastrointestinal tract with KUB
  18408009 		Посев семенной жидкости на бруцеллез	Culture of semen for Brucella
  18418004 		Измерение рекомбинантного иммуноблота вируса гепатита С	Hepatitis C virus recombinant immunoblot measurement
  18479002 		Визуализация яичек с сосудистым потоком	Testicular imaging with vascular flow
  18481000 		Метод электронной микроскопии, окрашивание, тонкий срез	Electron microscopy technique, staining, thin section
  18499008 		Радионуклидное исследование, кинетика белков	Radionuclide study, protein kinetics
  18529002 		Диагностическая рентгенография таза, стереоизображения	Diagnostic radiography of pelvis, stereo views
  18603005 		Тест на определение времени гибели	Time kill assay test
  18640002 		Эхография, М-режим	Echography, M-mode
  18648009 		Электроэнцефалограмма сна	Sleep electroencephalogram
  18649001 		Измерение ректальной температуры	Rectal temperature taking
  18691004 		Измерение альфа-субъединицы гликопротеинового гормона гипофиза	Alpha-subunit of pituitary glycoprotein hormone measurement
  18706007 		C>6< анализ комплемента	C>6< complement assay
  18721001 		Тест на козинтропин	Cosyntropin test
  18736003 		Исследование среднего уха через разрез слухового прохода	Middle ear exploration through ear canal incision
  18747005 		Рентгенологическое исследование локтя, переднезадняя и боковая проекции	Radiologic examination of elbow, anteroposterior and lateral views
  18762007 		Исследование вены нижней конечности	Exploration of vein of lower limb
  18785008 		Сухой микробный мазок	Microbial dry smear
  18840000 		Идентификация вируса путем инокуляции культуры ткани и наблюдения	Virus identification by tissue culture inoculation and observation
  18843003 		Масс-спектрометрия, тип химической ионизации	Mass spectrometry, chemical ionization type
  18848007 		Эхография грудной клетки, В-сканирование с документированием изображения	Echography of chest, B-scan with image documentation
  18856005 		Артроскопия плеча с обширной хирургической обработкой раны	Arthroscopy of shoulder with extensive debridement
  18864004 		Артроскопическое восстановление задней крестообразной связки	Arthroscopically aided posterior cruciate ligament repair
  18912009 		Рентгенография мягких тканей локтя	Radiography of soft tissue of elbow
  18922003 		тест Томаса	Thomas test
  18980008 		Обнаружение антител к эритроцитам с помощью физиологического раствора	RBC antibody detection with saline
  19086005 		Радиоизотопное исследование дыхательной системы	Radioisotope study of respiratory system
  19116003 		Измерение метгемоглобинредуктазы	Methemoglobin reductase measurement
  19165008 		Измерение длины конечности	Measurement of limb length
  19218007 		Разрез и исследование желчного пузыря	Incision and exploration of gallbladder
  19229006 		Проверка на наличие пестицидов	Pesticides screen
  19247000 		Эндоскопия миндалин	Endoscopy of tonsil
  19252005 		Изотопное исследование желудочно-кишечной кровопотери	Isotope study for gastrointestinal blood loss
  19271007 		Продукты расщепления фибрина, анализ этанолового геля	Fibrin split products, ethanol gel assay
  19294008 		Измерение эндомизиальных антител	Endomysial antibody measurement
  19401006 		Измерение окситоциназы	Oxytocinase measurement
  19426002 		Исследование брюшной артерии	Exploration of abdominal artery
  19433002 		Прямая ларингоскопия с удалением инородного тела	Direct laryngoscopy with foreign body removal
  19490002 		Рентгенография голеностопного сустава	Radiography of ankle
  19505000 		Иммуноглобулин типирование, иммуноглобулин М	Immunoglobulin typing, immunoglobulin M
  19507008 		Тест на антитела к ДНКазе С	Anti DNase C test
  19518008 		Измерение белка, моча, количественное 24 часа	Protein measurement, urine, quantitative 24 hour
  19540004 		Артроскопия коленного сустава с лизисом спаек с манипуляцией	Arthroscopy of knee with lysis of adhesions with manipulation
  19566001 		Оценка спермы с помощью теста на проникновение в цервикальную слизь	Sperm evaluation by cervical mucus penetration test
  19589009 		Рентгенография нижней челюсти	Radiography of mandible
  19671003 		Термография костей	Bone thermography
  19681004 		Оценка состояния пациента медсестрой и отчет	Nursing evaluation of patient and report
  19720009 		Электронная микроскопия для идентификации вирусов, мазок, передача	Electron microscopy for viral identification, smear, transmission
  19731001 		Ультразвуковое исследование глаза	Ultrasound study of eye
  19739004 		Тест на агрегацию тромбоцитов	Platelet aggregation test
  19748009 		Измерение цианида, ткани	Cyanide measurement, tissue
  19815002 		Тест на сыворотку с толуидиновым красным без нагревания	Toluidine red unheated serum test
  19821003 		Измерение карбоксигемоглобина	Carboxyhemoglobin measurement
  19838004 		Иммунологический тест in vitro	In-vitro immunologic test
  19851009 		Микробиологическая процедура	Microbiology procedure
  19869000 		Быстрый тест на реагины в плазме	Rapid plasma reagin test
  19876005 		Тест на тыльное сгибание голеностопного сустава	Ankle dorsiflexion test
  19957009 		Определение фермента WBC	WBC enzyme determination
  19961003 		Ортодонтическая цефалограмма	Orthodontic cephalogram
  20003009 		Тест на восприимчивость BACTEC прямым методом	BACTEC susceptibility test by direct method
  20006001 		Реакция пассивной гемагглютинации	Passive hemagglutination assay
  20067007 		Фотография глазного дна	Ocular fundus photography
  20099001 		Группа крови, ABO, Rho(D) и скрининг антител к эритроцитам	Blood typing, ABO, Rho(D) and RBC antibody screening
  20109005 		Измерение электролитов, сыворотка	Electrolytes measurement, serum
  20130001 		Эндоскопия кожи туловища	Endoscopy of skin of trunk
  20135006 		Процедура проверки	Screening procedure
  20174004 		Серологическое исследование на риккетсиозы, парные образцы	Rickettsial serologic study, paired samples
  20191000 		Измерение радиальной иммунодиффузии	Radial immunodiffusion measurement
  20284006 		Тест системы скипетра	Sceptor system test
  20308005 		Анализ комплемента C>1<r	C>1<r complement assay
  20312004 		Измерение гиббереловой кислоты	Gibberelic acid measurement
  20370004 		Микробная идентификация, Ключевой экспресс-тест	Microbial identification, Key rapid test
  20384009 		Радиоизотопное сканирование гипофиза	Radioisotope scan of pituitary
  20436004 		Измерение тестостерона, несвязанного	Testosterone measurement, unbound
  20469004 		Анализ белка S	Protein S assay
  20480004 		Артротомия срединно-запястного сустава при инфекции с исследованием и дренированием	Arthrotomy of mediocarpal joint for infection with exploration and drainage
  20481000 		Прогноз	Prognosis
  20501000 		Анализ мочи, измерение удельного веса	Urinalysis, specific gravity measurement
  20508006 		Тест гидролиза эскулина	Esculin hydrolysis test
  20521004 		Базовая тональная аудиометрия, воздушная и костная	Basic pure tone audiometry, air and bone
  20536001 		Прямой иммуноферментный анализ	Direct immunobead assay
  20552003 		Плетизмография	Plethysmography
  20563000 		Измерение эстриола, сыворотка	Estriol measurement, serum
  20592001 		Количество эозинофилов в кале	Eosinophil count, stool
  20603005 		Специальная процедура эхографии	Special echography procedure
  20630000 		Лапароскопическая холецистэктомия с холангиографией	Laparoscopic cholecystectomy with cholangiography
  20661009 		Подсчет и оценка дыхания	Respirations counting and evaluation
  20688004 		Метод обнаружения антител, эритроцитов, физиологического раствора, с высоким содержанием белка и античеловеческого глобулина	Antibody detection, RBC, saline, high protein and anti-human globulin technique
  20726006 		Измерение давления сфинктера Одди	Pressure measurement of sphincter of Oddi
  20740007 		Эхография таза, В-скан, полная	Pelvic echography, B-scan, complete
  20798004 		Рентгенологическое исследование стопы, переднезадняя и боковая проекции	Radiologic examination of foot, anteroposterior and lateral views
  20811003 		Количественная фотоплетизмография, сосудистая	Quantitative photoplethysmography, vascular
  20816008 		Манометрия пищевода	Esophageal manometry
  20817004 		Определение давления заклинивания печеночной вены	Wedge pressure determination of hepatic vein
  20836009 		Компьютерная аксиальная томография задней черепной ямки с контрастированием	Computerized axial tomography of posterior fossa with contrast
  20857001 		Измерение фенциклидина	Phencyclidine measurement
  20868001 		Выявление носительства мышечной дистрофии Дюшенна, кровь	Duchenne muscular dystrophy carrier detection, blood
  20883006 		Измерение N-метилимидазолуксусной кислоты, моча	N-methylimidazoleacetic acid measurement, urine
  20939001 		Измерение хинина	Quinine measurement
  21032000 		Кардиологическое картирование	Cardiac mapping
  21062006 		Измерение фенилпропаноламина	Phenylpropanolamine measurement
  21151009 		Техническое обслуживание монитора внутричерепного давления	Intracranial pressure monitor maintenance
  21221007 		Группа крови B	Blood group typing B
  21331002 		Артротомия колена с исследованием сустава и биопсией	Arthrotomy of knee with joint exploration and biopsy
  21339000 		Рентгенография кишечника	Radiography of intestine
  21354006 		Измерение высвобождения гистамина из лейкоцитов	Histamine release from leukocytes measurement
  21393002 		Трансформация лимфоцитов, вызванная антигеном	Lymphocyte transformation, antigen induced
  21403007 		Идентификация дрожжей, прямое монтирование	Yeast identification, direct mount
  21423008 		Сигмоидоскопия через искусственную стому	Sigmoidoscopy through artificial stoma
  21424002 		Измерение фосфатидилинозитола	Phosphatidylinositol measurement
  21487006 		Измерение сульфадиазина	Sulfadiazine measurement
  21537002 		Паратиреоидэктомия с исследованием средостения через грудинный сплит-доступ	Parathyroidectomy with mediastinal exploration by sternal split approach
  21562002 		Измерение теофиллина, слюна	Theophylline measurement, saliva
  21593001 		Офтальмодинамография	Ophthalmodynamography
  21613005 		Рентгенологическое исследование шейного отдела позвоночника в переднезадней и боковой проекции	Radiologic examination of cervical spine, anteroposterior and lateral
  21623001 		Биофизический профиль плода	Fetal biophysical profile
  21685006 		Окулярная фотография для медицинской оценки и документирования, стереофотография	Ocular photography for medical evaluation and documentation, stereophotography
  21689000 		Эндоскопия надпочечников	Endoscopy of adrenal gland
  21727005 		Аудиометрический тест	Audiometric test
  21796007 		Прямая ларингоскопия с дилатацией	Direct laryngoscopy with dilation
  21808008 		Экологическая культура	Environmental culture
  21831008 		Разрез и исследование бронха	Incision and exploration of bronchus
  21862007 		Исследование и оценка поля зрения, ограниченные	Visual field examination and evaluation, limited
  21970003 		Рентгенография ребер	Radiography of ribs
  22031009 		Порфирин, количественное измерение, моча	Porphyrin, quantitative measurement, urine
  22034001 		Эхография простаты, трансректальный доступ	Echography of prostate, transrectal approach
  22059005 		Компьютерная томография, исследование плотности костной ткани	Computerized tomography, bone density study
  22089003 		Исследование вентиляции легких и перфузии с помощью радиоактивного кислорода	Pulmonary ventilation-perfusion study by radioactive oxygen
  22189001 		Измерение метотрексата	Methotrexate measurement
  22238008 		Легочное стресс-тестирование	Pulmonary stress testing
  22260006 		Твердофазный анализ C1q	C1q solid phase assay
  22289008 		Рентгенография симфиза подбородка	Radiography of symphysis menti
  22369009 		Измерение платины	Platinum measurement
  22400007 		Компьютерная томография, 3-х мерная реконструкция	Computerized tomography, 3 dimensional reconstruction
  22446007 		Диагностическая рентгенография грудной клетки, минифильм	Diagnostic radiography of chest, minifilm
  22458007 		Эпидуральная венография	Epidural venography
  22494006 		Немедленная перкуссия	Immediate percussion
  22530002 		Артрография тазобедренного сустава с положительным контрастом	Arthrography of hip with positive contrast
  22546005 		Эзофагогастроскопия через стому	Esophagogastroscopy through stoma
  22569008 		Измерение глюкозы, сыворотка	Glucose measurement, serum
  22642004 		Типирование бактериальных бактериофагов	Bacterial bacteriophage typing
  22644003 		Измерение липопротеинов низкой плотности	Low density lipoprotein measurement
  22677004 		Вскрытие, общий осмотр, обучение, ограниченный	Autopsy, gross examination, teaching, limited
  22705003 		Эндоскопия носа с удалением инородного тела	Nasal endoscopy with removal of foreign body
  22714008 		Анализ захвата антигена	Antigen capture assay
  22760005 		Ксерорадиография	Xeroradiography
  22761009 		Перинеограмма	Perineogram
  22766004 		Анализ ИЛ-6	IL-6 assay
  22791004 		Рентген пояснично-крестцового отдела позвоночника	X-ray of lumbosacral spine
  22820002 		Измерение кортизола, свободного, в моче	Cortisol measurement, free, urine
  22872007 		Стимуляция каротидного синуса с ЭКГ-мониторингом	Stimulation of carotid sinus with ECG monitoring
  22873002 		Легочная флебография	Pulmonary phlebography
  22874008 		Измерение трифлуоперазина	Trifluoperazine measurement
  22891007 		Рентгенография зубов	Radiography of teeth
  22901000 		Диагностическая рентгенография, обзорная	Diagnostic radiography, survey
  22923001 		Анализ комплемента фактора D	Factor D complement assay
  22948003 		Рентгенологическое исследование запястья, переднезадняя и боковая проекции	Radiologic examination of wrist, anteroposterior and lateral views
  22981002 		Тест Ортолани	Ortolani's test
  22998002 		Цифровое исследование колостомы	Digital examination of colostomy stoma
  23025002 		Исследование опорожнения желудка	Gastric emptying study
  23054008 		Эндоскопия верхнечелюстной пазухи с удалением инородного тела	Maxillary sinus endoscopy with removal of foreign body
  23093004 		Микробная идентификация, метод биохимической дифференциации дисков Minitek	Microbial identification, Minitek biochemical differentiation disk method
  23162002 		Электроэнцефалограмма бодрствования и сна со стимуляцией	Electroencephalogram awake and asleep with stimulation
  23170007 		Измерение фосфофруктокиназы, эритроциты	Phosphofructokinase measurement, erythrocytes
  23197000 		Воздушная культура для грибка	Air culture for fungus
  23225008 		Исследование потери белка в желудочно-кишечном тракте	Gastrointestinal protein loss study
  23244001 		Определение фетального гемоглобина	Fetal hemoglobin determination
  23297007 		Тест на каталазу	Catalase test
  23394003 		Рентгенография грудины	Radiography of sternum
  23405006 		тест Шамрота	Schamroth test
  23426006 		Измерение функции дыхания	Measurement of respiratory function
  23461000 		Диагностическая рентгенография, задне-передняя (PA)	Diagnostic radiography, posteroanterior (PA)
  23463002 		Измерение гентамицина	Gentamicin measurement
  23479001 		Высокоэффективная жидкостная хроматография, УФ-тип	High performance liquid chromatography, UV type
  23481004 		Газожидкостная хроматография, микроволновая плазменная	Gas liquid chromatography, microwave plasma type
  23516001 		Измерение альфа-н-ацетилглюкозаминидазы, фибробласты	Alpha-n-acetylglucosaminidase measurement, fibroblasts
  23529001 		Измерение ртути, кровь	Mercury measurement, blood
  23567003 		Измерение биотинидазы	Biotinidase measurement
  23572007 		Исследование плотности костной ткани методом трансмиссии	Transmission bone density study
  23576005 		Процедура идентификации растений	Plant identification procedure
  23638006 		Электрокардиограмма с максимальной физической нагрузкой	Electrocardiogram with maximal exercise test
  23738001 		УЗИ органов пищеварения	Ultrasonography of digestive system
  23779000 		Идентификация кристаллов, моча	Crystal identification, urine
  23796004 		Анализ ИЛ-7	IL-7 assay
  23818008 		Сканирование или визуализация, исследование перфузии, газообразный	Scanning or imaging, perfusion study, gaseous
  23828004 		Иммунодиффузия качественная по методу Оухтерлони	Immunodiffusion, qualitative by Ouchterlony technique
  23846005 		Рентгенография мягких тканей бедра	Radiography of soft tissue of thigh
  23852006 		Мониторинг сердечной деятельности	Cardiac monitoring
  23931002 		УЗИ головы и шеи	Ultrasonography of head and neck
  24046001 		Измерение этиленгликоля	Ethylene glycol measurement
  24053005 		Скрининг гетерофильных антител	Heterophile antibody screen
  24058001 		Эхокардиография для определения толщины задней стенки левого желудочка	Echocardiography for determining posterior left ventricular wall thickness
  24103002 		Эндоскопия кожи головы	Endoscopy of skin of head
  24135002 		Ультразвуковое исследование всего тела	Ultrasonography of total body
  24139008 		Эндоскопия мочевого пузыря	Endoscopy of bladder
  24200008 		Анализ расчетов, количественный, рентгеновская дифракция	Calculus analysis, quantitative, X-ray diffraction
  24205003 		Измерение мочевой кислоты, моча	Uric acid measurement, urine
  24229005 		Эзофагоскопия для удаления полиповидного образования	Esophagoscopy for removal of polypoid lesion
  24247004 		Время лизиса эуглобулина	Euglobulin lysis time
  24252009 		Измерение общего порфирина в плазме	Porphyrin measurement, total, plasma
  24267008 		Рентгенография мягких тканей верхней конечности	Radiography of upper limb soft tissue
  24420007 		Сигмоидоскопия	Sigmoidoscopy
  24426001 		Измерение мышьяка, желудочный	Arsenic measurement, gastric
  24509005 		Измерение азота мочевины	Urea nitrogen measurement
  24512008 		Специальный химический тест, поясните по отчету	Special chemical test, explain by report
  24519004 		Методика анализа свободных радикалов	Free radical assay technique measurement
  24580007 		Анализ иммунных комплексов, клетки Раджи	Immune complex assay, Raji cell
  24592007 		Серологический тест на Ehrlichia sennetsu	Serologic test for Ehrlichia sennetsu
  24593002 		Анализ на фибринолизин	Fibrinolysin assay
  24599003 		Мониторинг давления в легочной артерии	Pulmonary artery pressure monitoring
  24623002 		Скрининговая маммография	Screening mammography
  24625009 		тест Эли	Ely's test
  24643008 		Анализ циркулирующего ингибитора, фактор IX	Circulating inhibitor assay, factor IX
  24644002 		Анализ фактора миграции лейкоцитов	Leukocyte migration factor assay
  24646000 		Абдоминальная аортография, транслюмбальная с сериалографией	Abdominal aortography, translumbar with serialography
  24683000 		Измерение поглощения	Uptake measurement
  24689001 		КТ-контроль для планирования лечения, телетерапия	CT guidance for treatment planning, teletherapy
  24714007 		Скорость роста микроорганизмов, быстрая	Microbial growth rate, rapid
  24715008 		Спленопортограмма с помощью селезеночной артериографии	Splenoportogram by splenic arteriography
  24727006 		Исследования градиента температуры	Temperature gradient studies
  24737001 		Эхография мошонки и ее содержимого	Echography of scrotum and contents
  24753003 		Измерение глобулина, связывающего половые гормоны	Sex hormone binding globulin measurement
  24799001 		Тест нагрузки бикарбонатом	Bicarbonate loading test
  24808009 		Исследование хелатирования железа	Iron chelation study
  24831009 		Измерение щелочной фосфатазы кишечника	Intestinal alkaline phosphatase measurement
  24848001 		Эхография органов малого таза	Pelvic echography
  24856003 		Диагностическая рентгенография копчика	Diagnostic radiography of coccyx
  24892004 		Измерение антинейрональных ядерных антител типа I	Antineuronal nuclear antibody-type I measurement
  24899008 		Контроль инфекции культура на ночь	Infection control culture overnight
  24968008 		Эндоскопия кожи конечностей	Endoscopy of skin of extremities
  24985005 		Исследование и оценка поля зрения, расширенная	Visual field examination and evaluation, extended
  25096005 		Измерение фосфатидилглицерина, полуколичественное, амниотическая жидкость	Phosphatidylglycerol measurement, semi-quantitative, amniotic fluid
  25104002 		Измерение галоперидола	Haloperidol measurement
  25164004 		Измерение кетоновых тел, количественное	Ketone bodies measurement, quantitative
  25197003 		Измерение натрия	Sodium measurement
  25219007 		Измерение антител к ядерной матрице	Antibody to nuclear matrix measurement
  25284008 		Измерение парциального давления углекислого газа	Carbon dioxide measurement, partial pressure
  25306006 		Термография глубоких вен	Deep vein thermography
